Date,Close
2022-07-13,151.64
2022-07-14,153.72
2022-07-15,157.62
2022-07-18,161.01
2022-07-19,169.92
2022-07-20,178.07
2022-07-21,180.5
2022-07-22,173.19
2022-07-25,170.24
2022-07-26,165.33
2022-07-27,177.9
2022-07-28,179.84
2022-07-29,181.63
2022-08-01,184.41
2022-08-02,185.26
2022-08-03,188.93
2022-08-04,192.15
2022-08-05,189.89
2022-08-08,177.93
2022-08-09,170.86
2022-08-10,180.97
2022-08-11,179.42
2022-08-12,187.09
2022-08-15,190.32
2022-08-16,188.79
2022-08-17,183.35
2022-08-18,187.73
2022-08-19,178.49
2022-08-22,170.34
2022-08-23,171.81
2022-08-24,172.22
2022-08-25,179.13
2022-08-26,162.6
2022-08-29,158.01
2022-08-30,154.68
2022-08-31,150.94
2022-09-01,139.37
2022-09-02,136.47
2022-09-06,134.65
2022-09-07,137.14
2022-09-08,139.9
2022-09-09,143.87
2022-09-12,145.05
2022-09-13,131.31
2022-09-14,131.28
2022-09-15,129.29
2022-09-16,131.98
2022-09-19,133.82
2022-09-20,131.76
2022-09-21,132.61
2022-09-22,125.61
2022-09-23,125.16
2022-09-26,122.28
2022-09-27,124.13
2022-09-28,127.36
2022-09-29,122.2
2022-09-30,121.39
2022-10-03,125.12
2022-10-04,131.67
2022-10-05,132.09
2022-10-06,131.3
2022-10-07,120.76
2022-10-10,116.7
2022-10-11,115.86
2022-10-12,115
2022-10-13,119.6
2022-10-14,112.27
2022-10-17,118.88
2022-10-18,119.67
2022-10-19,120.51
2022-10-20,121.94
2022-10-21,124.66
2022-10-24,125.99
2022-10-25,132.61
2022-10-26,128.96
2022-10-27,131.76
2022-10-28,138.34
2022-10-31,134.97
2022-11-01,135.43
2022-11-02,132.19
2022-11-03,134.21
2022-11-04,141.56
2022-11-07,143.01
2022-11-08,146.02
2022-11-09,137.76
2022-11-10,157.5
2022-11-11,163.27
2022-11-14,162.95
2022-11-15,166.66
2022-11-16,159.1
2022-11-17,156.77
2022-11-18,154.09
2022-11-21,153.17
2022-11-22,160.38
2022-11-23,165.19
2022-11-25,162.7
2022-11-28,158.27
2022-11-29,156.39
2022-11-30,169.23
2022-12-01,171.35
2022-12-02,168.76
2022-12-05,166.1
2022-12-06,159.87
2022-12-07,161.2
2022-12-08,171.69
2022-12-09,170.01
2022-12-12,175.35
2022-12-13,180.72
