Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-01-03,19.45819309,19.55770319,19.11373261,19.17497063,1296277,0,0
2005-01-04,19.17497541,19.27448554,18.98360825,18.98360825,1429874,0,0
2005-01-05,18.98360197,19.14435007,18.83816338,18.83816338,1851087,0,0
2005-01-06,18.77692537,18.87643546,18.65445102,18.83816338,1445420,0,0
2005-01-07,18.95298318,19.09076703,18.82285409,18.88409042,1019274,0,0
2005-01-10,18.9453302,19.15200683,18.89174694,19.09076881,1477198,0,0
2005-01-11,19.12139056,19.12139056,18.8305133,18.95298767,946309,0,0
2005-01-12,18.94532875,19.18262437,18.8075449,19.13669586,1686629,0,0
2005-01-13,19.09842613,19.30510279,19.07546187,19.15966415,1072965,0,0
2005-01-14,19.18262447,19.37399158,19.0678032,19.23620605,802673,0,0
2005-01-18,19.26682304,19.45819013,19.12138445,19.44288063,1629725,0,0
2005-01-19,19.48115641,19.64190451,19.37399156,19.38929939,1323065,0,0
2005-01-20,19.38929962,19.55770247,19.19793418,19.41226387,1260827,0,0
2005-01-21,19.41226458,19.45053834,19.13669687,19.17497063,1463202,0,0
2005-01-24,19.27447824,19.59597442,19.17496815,19.48880959,1349510,0,0
2005-01-25,19.51178009,19.62659972,19.18262905,19.25152016,1603969,0,0
2005-01-26,19.32806674,19.86389442,19.32041199,19.82562065,2139678,0,0
2005-01-27,19.82561549,20.11649267,19.7107959,19.97105408,2390237,0,0
2005-01-28,19.94808893,20.05525544,19.71079501,20.00932693,1651925,0,0
2005-01-31,20.39971877,20.56812163,20.2848975,20.50688362,3692422,0,0
2005-02-01,20.58342989,20.79775957,20.48391812,20.72886848,4091665,0,0
2005-02-02,20.72886544,20.72886544,20.49922462,20.59108162,2323983,0,0
2005-02-03,20.62936662,20.85135283,20.52220172,20.79776955,2249469,0,0
2005-02-04,20.79776405,21.22642686,20.75183721,21.2034626,2143234,0,0
2005-02-07,21.2034579,21.2034579,20.95850754,20.95850754,1735788,0,0
2005-02-08,21.01209466,21.03505892,20.73652692,20.80541801,2725406,0,0
2005-02-09,20.67009043,20.81701559,20.53863125,20.68555641,2699134,0.479408,0
2005-02-10,20.7242255,20.77062346,20.52316935,20.75515747,1803878,0,0
2005-02-11,20.75515476,20.86341496,20.66235884,20.71648979,1692021,0,0
2005-02-14,21.11086225,21.34285027,20.97167012,21.18819046,2444100,0,0
2005-02-15,21.25006857,21.28100055,21.14954132,21.22686958,1518385,0,0
2005-02-16,21.1649983,21.26552551,21.00260547,21.14953232,1838467,0,0
2005-02-17,21.2036651,21.22686408,20.87114977,20.88661575,2305168,0,0
2005-02-18,20.87887352,20.87887352,20.58502328,20.59275627,2078644,0,0
2005-02-22,20.49996134,20.51542732,20.13651417,20.16744614,3025584,0,0
2005-02-23,20.3607776,20.64689498,19.81174013,20.37624359,1336201,0,0
2005-02-24,20.87888316,20.87888316,20.41490862,20.8324852,2612459,0,0
2005-02-25,21.03353554,21.3583178,20.97940629,21.19592667,3077898,0,0
2005-02-28,21.27325549,21.31965344,20.76288316,20.87114334,2662823,0,0
2005-03-01,20.90207795,21.149532,20.89434496,21.07993507,1812195,0,0
2005-03-02,21.00261076,21.18046793,20.88661754,21.05674171,2001434,0,0
2005-03-03,21.07220045,21.19592663,20.82474642,21.00260353,1755120,0,0
2005-03-04,21.18818627,21.52843439,21.15725601,21.41244125,1940917,0,0
2005-03-07,21.63670251,21.80682662,21.58257157,21.74496269,2694946,0,0
2005-03-08,21.7526993,21.7526993,21.52071291,21.65217209,1652039,0,0
2005-03-09,21.61350811,21.61350811,21.15726662,21.15726662,2189296,0,0
2005-03-10,21.18820097,21.53618232,21.12633871,21.46658707,2097287,0,0
2005-03-11,21.47431867,21.50525064,21.22686456,21.24233055,1416394,0,0
2005-03-14,21.23458456,21.5670997,21.21138559,21.52843475,1938163,0,0
2005-03-15,21.65217429,21.70630355,21.38152122,21.38152122,2277462,0,0
2005-03-16,21.44338804,21.497519,20.95621448,21.05674171,2397866,0,0
2005-03-17,21.21139058,21.35058272,21.02580049,21.29645348,1811622,0,0
2005-03-18,21.29645255,21.34285049,20.99486761,21.23458862,2115700,0,0
2005-03-21,21.35058785,21.47431573,21.17273071,21.30419159,1633626,0,0
2005-03-22,21.65217174,21.76816493,21.14953232,21.14953232,3050020,0,0
2005-03-23,21.15726924,21.15726924,20.77062294,20.97941208,2338094,0,0
2005-03-24,21.22686305,21.55164538,21.18819809,21.38152122,2256927,0,0
