Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-01-03,0.989072646,0.994111259,0.955787668,0.966323256,691992000,0,0
2005-01-04,0.973956667,0.999607174,0.961436682,0.976247251,1096810400,0,0
2005-01-05,0.984186125,0.996248769,0.97792654,0.984797478,680433600,0,0
2005-01-06,0.987392941,0.99105749,0.966934027,0.98556143,705555200,0,0
2005-01-07,0.992431263,1.063123213,0.988614437,1.057321072,2227450400,0,0
2005-01-10,1.066176699,1.079460319,1.036404087,1.052893996,1725309600,0,0
2005-01-11,1.042053043,1.055794002,0.979300726,0.985713303,2611627200,0,0
2005-01-12,0.999302103,1.006172939,0.966475387,0.999455094,1919702400,0,0
2005-01-13,1.125417461,1.136258219,1.064650552,1.065719247,3164716800,0,0
2005-01-14,1.072589271,1.095033496,1.056405448,1.071825743,1770742400,0,0
2005-01-18,1.06648167,1.079460017,1.034418482,1.078696489,1006460000,0,0
2005-01-19,1.076253528,1.091063282,1.06495533,1.066939831,751895200,0,0
2005-01-20,1.063428416,1.088163223,1.060680388,1.075795412,914922400,0,0
2005-01-21,1.088774103,1.093201365,1.068772634,1.07625401,911332800,0,0
2005-01-24,1.083735172,1.09594989,1.077169502,1.080375791,841629600,0,0
2005-01-25,1.089689412,1.112133634,1.083124558,1.100071907,969231200,0,0
2005-01-26,1.109385994,1.110759958,1.087400025,1.103126407,739496800,0,0
2005-01-27,1.101750999,1.11335528,1.092438117,1.109080195,496227200,0,0
2005-01-28,1.108774843,1.129539013,1.106026,1.129539013,801612000,0,0
2005-01-31,1.138701262,1.189238775,1.137632465,1.17412293,1681097600,0,0
2005-02-01,1.176413423,1.187406357,1.169237214,1.183741808,678395200,0,0
2005-02-02,1.190153965,1.220079662,1.186184149,1.215804577,1020062400,0,0
2005-02-03,1.20771297,1.212751584,1.180688388,1.188016772,731651200,0,0
2005-02-04,1.188933105,1.205116927,1.1837415,1.203742862,563556000,0,0
2005-02-07,1.20511684,1.211529518,1.18328397,1.205269933,524456800,0,0
2005-02-08,1.207254307,1.24252378,1.20297912,1.235195398,890019200,0,0
2005-02-09,1.237333094,1.251837684,1.192444648,1.202215791,1191456000,0,0
2005-02-10,1.201910648,1.210460818,1.170458809,1.19641459,1093019200,0,0
2005-02-11,1.219316247,1.24832614,1.205270019,1.239928961,1201054400,0,0
